link_meci,data_meci,echipa_gazda,echipa_oaspete,goluri_gazda,goluri_oaspete,posesie_minge_gazda,posesie_minge_oaspete,total_suturi_gazda,total_suturi_oaspete,suturi_pe_poarta_gazda,suturi_pe_poarta_oaspete,cornere_gazda,cornere_oaspete,cartonase_galbene_gazda,cartonase_galbene_oaspete,cartonase_rosii_gazda,cartonase_rosii_oaspete,ofsaiduri_gazda,ofsaiduri_oaspete,lovituri_libere_gazda,lovituri_libere_oaspete,aruncari_de_la_margine_gazda,aruncari_de_la_margine_oaspete,faulturi_gazda,faulturi_oaspete,interventii_portar_gazda,interventii_portar_oaspete
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=UTFyRcqJ,18.03.2023,FCSB,Univ. Craiova,1,1,62%,38%,15,16,5,6,7,4,1,1,0,0,0,1,20,13,33,25,,,5,4
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/sepsi-IDsPIcMA/sumar/statistici/0/?mid=fDveSnEe,19.03.2023,Farul Constanța,Sepsi Sf. Gheorghe,2,1,51%,49%,15,11,6,4,5,2,2,1,0,0,2,2,22,12,31,24,,,3,4
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=GWzCksMJ,19.03.2023,CFR Cluj,Rapid București,2,2,33%,67%,13,22,5,6,2,10,2,0,0,0,3,2,10,16,28,21,,,4,3
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=Y3waR6T1,20.03.2023,U Craiova 1948,CS Mioveni,3,0,50%,50%,20,7,9,2,3,0,,,0,0,2,2,12,13,23,29,,,2,6
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=GY9R4DRN,20.03.2023,'U' Cluj,FC Argeș,2,0,59%,41%,14,7,6,2,8,2,0,1,0,0,2,1,13,11,29,30,,,2,4
https://www.flashscore.ro/meci/fotbal/fcu-1948-craiova-nNhLpi8p/petrolul-dhnNlCE9/sumar/statistici/0/?mid=tb29lKIp,31.03.2023,U Craiova 1948,Petrolul Ploiești,0,1,58%,42%,12,11,2,3,4,6,1,3,0,0,2,2,14,8,33,21,,,2,2
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=f16DmvYj,01.04.2023,UTA Arad,'U' Cluj,2,0,45%,55%,7,13,3,4,5,6,2,3,0,0,1,6,22,11,17,43,,,4,1
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=CxZUUYLf,01.04.2023,Rapid București,Farul Constanța,1,1,38%,62%,14,17,4,7,2,4,3,2,0,0,0,3,21,16,22,23,,,6,3
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=84feCNAi,02.04.2023,FC Argeș,FC Voluntari,0,2,61%,39%,15,15,4,7,2,3,2,2,0,0,0,4,18,6,22,22,,,5,4
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=jTXYThy1,02.04.2023,Univ. Craiova,CFR Cluj,1,1,68%,32%,18,6,3,3,15,0,1,2,0,0,2,2,16,9,22,20,,,2,2
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/dacia-mioveni-WSNaPsAg/sumar/statistici/0/?mid=S6AdA1u4,03.04.2023,CS Mioveni,Chindia Târgoviște,0,1,54%,46%,7,13,4,4,2,7,1,2,0,0,2,3,24,11,31,28,,,3,4
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/sepsi-IDsPIcMA/sumar/statistici/0/?mid=pjXxTCj7,03.04.2023,Sepsi Sf. Gheorghe,FCSB,1,2,58%,42%,13,9,3,4,4,6,2,1,0,0,1,4,17,18,28,35,,,2,2
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=ENC87aPM,08.04.2023,FC Voluntari,UTA Arad,1,1,47%,53%,10,12,5,5,2,7,2,2,0,0,4,0,20,13,28,20,,,4,4
https://www.flashscore.ro/meci/fotbal/fcu-1948-craiova-nNhLpi8p/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=6c909LfA,08.04.2023,'U' Cluj,U Craiova 1948,1,3,46%,54%,15,13,1,6,2,5,2,1,0,0,1,3,12,17,22,13,,,3,0
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=bgysSW5D,08.04.2023,Farul Constanța,Univ. Craiova,3,2,55%,45%,19,7,7,4,7,4,3,0,0,0,2,2,6,17,26,18,,,2,4
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/fc-hermannstadt-pUUuFXvI/sumar/statistici/0/?mid=belu2wmp,09.04.2023,Chindia Târgoviște,FC Hermannstadt,1,2,41%,59%,12,15,6,4,3,5,5,1,0,0,1,3,16,25,16,28,,,2,5
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/fc-botosani-GjY1JjUS/sumar/statistici/0/?mid=dn2D6JvT,09.04.2023,FC Botoșani,FC Argeș,1,0,53%,47%,12,7,2,2,5,4,2,0,0,0,2,1,14,14,27,25,,,2,1
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/fcsb-Gv2kjDpN/sumar/statistici/0/?mid=0bFPjGrE,09.04.2023,CFR Cluj,FCSB,1,1,43%,57%,18,13,9,5,4,5,2,3,0,0,2,3,18,15,27,23,,,4,8
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/petrolul-dhnNlCE9/sumar/statistici/0/?mid=0K848uAG,10.04.2023,Petrolul Ploiești,CS Mioveni,2,0,43%,57%,4,9,2,1,3,1,1,1,0,0,2,2,12,18,34,35,,,1,0
https://www.flashscore.ro/meci/fotbal/rapid-bucuresti-YFCpigVG/sepsi-IDsPIcMA/sumar/statistici/0/?mid=xOxgZmDt,10.04.2023,Sepsi Sf. Gheorghe,Rapid București,2,0,39%,61%,13,7,6,2,7,1,3,3,0,0,3,4,13,15,28,27,,,2,4
https://www.flashscore.ro/meci/fotbal/fc-voluntari-WIoSeFi4/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=SUhq1c2j,14.04.2023,U Craiova 1948,FC Voluntari,3,3,49%,51%,10,17,4,4,4,6,0,1,0,0,0,4,14,5,13,26,,,1,1
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/fc-uta-arad-QDiPqBNj/sumar/statistici/0/?mid=AgIT89Ld,14.04.2023,UTA Arad,FC Botoșani,0,2,60%,40%,12,9,1,2,6,1,2,4,0,0,1,2,21,16,35,22,,,0,1
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/fc-hermannstadt-pUUuFXvI/sumar/statistici/0/?mid=GjLy7mj9,15.04.2023,CS Mioveni,FC Hermannstadt,0,2,55%,45%,8,13,2,7,4,3,2,0,0,0,2,2,11,18,27,22,,,5,2
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/sepsi-IDsPIcMA/sumar/statistici/0/?mid=SCV5Woca,15.04.2023,CFR Cluj,Sepsi Sf. Gheorghe,2,1,48%,52%,23,5,11,1,6,2,1,2,0,0,3,1,3,2,19,19,,,0,9
https://www.flashscore.ro/meci/fotbal/petrolul-dhnNlCE9/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=6Lim0HHd,16.04.2023,Petrolul Ploiești,'U' Cluj,0,2,60%,40%,10,10,3,6,2,6,3,4,0,0,2,2,14,11,32,30,,,4,3
https://www.flashscore.ro/meci/fotbal/rapid-bucuresti-YFCpigVG/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=plt1XRsg,16.04.2023,Univ. Craiova,Rapid București,3,1,73%,27%,26,5,10,2,11,1,2,3,0,0,4,1,13,12,27,16,,,1,7
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/fc-arges-65I2MLv6/sumar/statistici/0/?mid=MTLX7Tz3,17.04.2023,FC Argeș,Chindia Târgoviște,1,0,41%,59%,7,13,1,4,1,8,4,2,0,0,1,3,15,9,28,37,,,4,0
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/fcsb-Gv2kjDpN/sumar/statistici/0/?mid=6cscY7Sn,17.04.2023,FCSB,Farul Constanța,2,1,41%,59%,17,11,7,2,9,8,2,2,0,0,0,5,17,11,21,24,,,1,5
https://www.flashscore.ro/meci/fotbal/sepsi-IDsPIcMA/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=C0XHTqsI,21.04.2023,Sepsi Sf. Gheorghe,Univ. Craiova,1,2,66%,34%,15,7,2,4,5,5,2,2,0,0,3,4,17,16,22,17,,,2,1
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/fc-hermannstadt-pUUuFXvI/sumar/statistici/0/?mid=d8uMowK0,22.04.2023,FC Hermannstadt,FC Argeș,2,1,48%,52%,7,9,2,2,3,1,2,2,0,0,1,0,11,7,30,23,,,1,0
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=fsKu675F,22.04.2023,FC Botoșani,U Craiova 1948,0,0,46%,54%,12,6,1,3,4,7,1,1,0,0,1,1,19,10,18,26,,,3,1
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/farul-constanta-CrJbN1Pa/sumar/statistici/0/?mid=vmZ9V5C5,22.04.2023,Farul Constanța,CFR Cluj,1,0,56%,44%,17,11,5,2,5,0,2,2,0,0,0,1,4,9,14,25,,,2,4
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/fc-uta-arad-QDiPqBNj/sumar/statistici/0/?mid=r5yInJ4f,23.04.2023,Chindia Târgoviște,UTA Arad,2,1,40%,60%,7,7,5,3,2,3,3,1,0,0,1,1,9,13,33,41,,,2,3
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=Y9YDUPRB,23.04.2023,Rapid București,FCSB,1,0,38%,62%,8,23,1,9,3,6,5,3,0,0,0,0,20,24,22,29,,,9,0
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=lrxEmakl,24.04.2023,'U' Cluj,CS Mioveni,1,0,63%,37%,21,4,7,2,13,2,2,3,0,0,4,2,15,20,25,20,,,2,6
https://www.flashscore.ro/meci/fotbal/fc-voluntari-WIoSeFi4/petrolul-dhnNlCE9/sumar/statistici/0/?mid=AiwAluzr,24.04.2023,FC Voluntari,Petrolul Ploiești,2,2,54%,46%,7,6,5,4,4,1,3,3,0,0,2,2,15,12,28,23,,,2,3
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=vXUQpcZ6,28.04.2023,U Craiova 1948,Chindia Târgoviște,1,0,56%,44%,11,6,7,4,4,2,1,2,0,0,1,1,,,,,,,4,6
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/fc-arges-65I2MLv6/sumar/statistici/0/?mid=hfLK6vdQ,29.04.2023,CS Mioveni,FC Argeș,0,2,44%,56%,5,13,4,7,0,8,0,1,0,0,5,1,,,,,,,5,4
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/petrolul-dhnNlCE9/sumar/statistici/0/?mid=INTUqHlD,29.04.2023,Petrolul Ploiești,FC Botoșani,1,0,43%,57%,10,5,1,1,3,3,2,3,0,0,3,2,,,,,,,1,0
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/sepsi-IDsPIcMA/sumar/statistici/0/?mid=UySMS3dO,29.04.2023,Sepsi Sf. Gheorghe,Farul Constanța,1,1,48%,52%,8,9,4,5,1,3,4,2,0,0,1,6,,,,,,,4,3
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=pl2Wn7st,30.04.2023,Univ. Craiova,FCSB,1,2,56%,44%,16,5,8,3,12,4,3,6,0,0,1,2,,,,,,,1,7
https://www.flashscore.ro/meci/fotbal/fc-voluntari-WIoSeFi4/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=WvXB80RD,01.05.2023,'U' Cluj,FC Voluntari,2,3,41%,59%,4,16,2,6,1,6,1,1,0,0,0,4,,,,,,,3,0
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=8SQQRNBU,01.05.2023,Rapid București,CFR Cluj,3,1,46%,54%,12,20,4,3,2,12,2,3,0,0,0,1,,,,,,,2,1
https://www.flashscore.ro/meci/fotbal/fc-hermannstadt-pUUuFXvI/fc-uta-arad-QDiPqBNj/sumar/statistici/0/?mid=AVVF7KtK,02.05.2023,UTA Arad,FC Hermannstadt,1,0,56%,44%,13,9,6,3,9,2,,,0,0,1,0,,,,,,,3,5
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=K45aadl0,05.05.2023,FC Voluntari,CS Mioveni,1,0,53%,47%,10,4,3,0,4,3,1,3,0,0,3,0,,,,,,,0,2
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/petrolul-dhnNlCE9/sumar/statistici/0/?mid=OxCj1IJm,05.05.2023,Chindia Târgoviște,Petrolul Ploiești,1,2,50%,50%,12,10,5,4,8,4,3,4,0,0,4,3,11,12,32,25,,,2,4
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=2TAf0xZg,06.05.2023,FC Botoșani,'U' Cluj,0,0,57%,43%,8,4,2,2,5,5,1,1,0,0,1,3,14,11,21,23,,,2,2
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=bi6znRdn,06.05.2023,Farul Constanța,Rapid București,7,2,64%,36%,19,8,10,3,3,7,1,5,0,0,1,1,14,13,16,14,,,1,3
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=tGeuooCh,07.05.2023,CFR Cluj,Univ. Craiova,1,1,44%,56%,11,15,3,5,4,6,1,1,0,0,0,3,,,4,1,,,4,2
https://www.flashscore.ro/meci/fotbal/fc-hermannstadt-pUUuFXvI/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=UFCn2b4s,08.05.2023,FC Hermannstadt,U Craiova 1948,0,0,45%,55%,12,6,4,1,9,3,5,1,0,0,0,0,9,14,15,18,,,1,4
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/fc-uta-arad-QDiPqBNj/sumar/statistici/0/?mid=be43bG36,08.05.2023,FC Argeș,UTA Arad,2,2,50%,50%,11,12,5,5,4,1,3,4,0,0,5,1,13,21,31,13,,,3,3
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/sepsi-IDsPIcMA/sumar/statistici/0/?mid=K6fqp5Rb,08.05.2023,FCSB,Sepsi Sf. Gheorghe,3,1,46%,54%,11,9,7,5,5,6,2,3,0,0,0,2,14,12,21,19,,,4,4
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=plpbKcQP,12.05.2023,FC Voluntari,FC Botoșani,2,0,44%,56%,12,18,9,0,5,9,2,3,0,0,4,0,14,15,22,25,,,0,7
https://www.flashscore.ro/meci/fotbal/rapid-bucuresti-YFCpigVG/sepsi-IDsPIcMA/sumar/statistici/0/?mid=lnrds3BH,12.05.2023,Rapid București,Sepsi Sf. Gheorghe,0,0,54%,46%,11,7,3,2,6,5,3,1,0,0,0,3,15,8,29,23,,,2,3
https://www.flashscore.ro/meci/fotbal/fc-hermannstadt-pUUuFXvI/petrolul-dhnNlCE9/sumar/statistici/0/?mid=4h7BdfYI,13.05.2023,Petrolul Ploiești,FC Hermannstadt,0,1,60%,40%,11,3,4,2,2,2,2,1,0,0,0,5,16,16,31,26,,,1,4
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=6cofLwBJ,13.05.2023,'U' Cluj,Chindia Târgoviște,2,0,57%,43%,10,9,5,2,4,4,3,2,0,0,1,0,14,5,29,19,,,2,3
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=SWgmqPt5,13.05.2023,Univ. Craiova,Farul Constanța,1,1,64%,36%,33,3,7,1,9,1,2,4,0,0,0,0,5,17,26,18,,,0,6
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/fc-uta-arad-QDiPqBNj/sumar/statistici/0/?mid=xtxQFHYt,14.05.2023,CS Mioveni,UTA Arad,0,2,48%,52%,11,17,4,5,6,9,1,1,0,0,2,0,14,12,29,20,,,3,4
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=hI37czJC,14.05.2023,U Craiova 1948,FC Argeș,2,1,62%,38%,10,7,5,2,1,3,3,3,0,0,1,3,20,15,13,20,,,1,3
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/fcsb-Gv2kjDpN/sumar/statistici/0/?mid=6NhirqdB,14.05.2023,FCSB,CFR Cluj,1,0,52%,48%,11,11,4,0,8,4,3,3,0,0,0,0,20,15,29,22,,,0,3
https://www.flashscore.ro/meci/fotbal/fc-hermannstadt-pUUuFXvI/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=CbUxDFIa,19.05.2023,FC Hermannstadt,'U' Cluj,1,2,38%,62%,9,16,5,6,5,7,,,0,0,1,1,15,11,16,13,,,4,4
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=GWzUEylm,19.05.2023,UTA Arad,U Craiova 1948,1,1,36%,64%,8,8,4,2,6,4,1,1,0,0,1,1,8,13,17,25,,,1,3
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/petrolul-dhnNlCE9/sumar/statistici/0/?mid=beQYDe3g,19.05.2023,FC Argeș,Petrolul Ploiești,3,0,46%,54%,5,4,4,1,6,5,1,4,0,0,0,1,9,7,12,11,,,1,1
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=6LTtCZX5,19.05.2023,Chindia Târgoviște,FC Voluntari,2,2,50%,50%,10,6,4,4,1,3,2,6,0,0,0,1,17,10,16,23,,,2,2
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/fc-botosani-GjY1JjUS/sumar/statistici/0/?mid=pCSpBgmC,20.05.2023,FC Botoșani,CS Mioveni,5,1,60%,40%,18,7,10,3,7,3,1,1,0,0,3,1,12,14,19,24,,,2,5
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/sepsi-IDsPIcMA/sumar/statistici/0/?mid=bLXVz1lo,20.05.2023,Sepsi Sf. Gheorghe,CFR Cluj,1,2,52%,48%,9,17,2,8,5,4,0,4,0,0,2,2,12,14,13,21,,,6,1
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/fcsb-Gv2kjDpN/sumar/statistici/0/?mid=2kn0tNQN,21.05.2023,Farul Constanța,FCSB,3,2,62%,38%,17,12,6,6,9,2,6,1,0,0,2,2,20,19,16,23,,,4,3
https://www.flashscore.ro/meci/fotbal/rapid-bucuresti-YFCpigVG/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=dCo4ustU,22.05.2023,Rapid București,Univ. Craiova,2,3,63%,37%,17,10,6,6,3,1,2,4,0,0,1,0,10,10,21,21,,,3,4
https://www.flashscore.ro/meci/fotbal/fc-voluntari-WIoSeFi4/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=zoPs12g8,26.05.2023,U Craiova 1948,FC Voluntari,4,3,56%,44%,22,12,9,6,3,6,4,6,0,0,1,2,17,12,33,30,,,3,6
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=ETFIb4th,27.05.2023,FCSB,Rapid București,1,5,58%,42%,16,12,5,8,4,5,2,3,0,0,1,0,9,15,23,13,,,3,4
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/gloria-buzau-hduMiL46/sumar/statistici/0/?mid=ljbJ1qbf,28.05.2023,Gloria Buzău,UTA Arad,0,0,42%,58%,5,12,1,3,4,6,1,1,0,0,2,2,11,22,24,26,,,3,1
https://www.flashscore.ro/meci/fotbal/sepsi-IDsPIcMA/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=8jFMcOeb,28.05.2023,Univ. Craiova,Sepsi Sf. Gheorghe,0,1,46%,54%,8,10,3,4,3,5,0,7,0,0,2,0,9,9,17,21,,,3,3
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/farul-constanta-CrJbN1Pa/sumar/statistici/0/?mid=zwHEapRo,28.05.2023,CFR Cluj,Farul Constanța,1,2,53%,47%,11,7,4,4,6,2,3,2,0,0,0,1,13,7,29,17,,,2,3
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/fc-arges-65I2MLv6/sumar/statistici/0/?mid=AaaF2Prl,29.05.2023,Dinamo București,FC Argeș,6,1,55%,45%,10,10,7,2,2,7,2,6,0,0,0,0,20,17,17,19,,,1,1
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=2mBr8vAn,01.06.2023,CFR Cluj,U Craiova 1948,1,0,52%,48%,27,13,7,2,2,5,2,6,0,0,3,3,18,20,19,20,,,2,6
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/fc-arges-65I2MLv6/sumar/statistici/0/?mid=tQAZarp4,03.06.2023,FC Argeș,Dinamo București,4,2,46%,54%,15,10,4,5,8,5,4,4,0,0,0,2,13,21,28,14,,,3,0
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/gloria-buzau-hduMiL46/sumar/statistici/0/?mid=AaFwa2aA,04.06.2023,UTA Arad,Gloria Buzău,5,1,52%,48%,15,8,7,2,7,4,3,3,0,0,2,0,14,20,19,29,,,1,2
https://www.flashscore.ro/meci/fotbal/rapid-bucuresti-YFCpigVG/sepsi-IDsPIcMA/sumar/statistici/0/?mid=bZGjNAHj,14.07.2023,Rapid București,Sepsi Sf. Gheorghe,0,0,66%,34%,18,8,6,2,5,0,2,6,0,0,1,1,22,16,34,19,,,2,6
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/fc-hermannstadt-pUUuFXvI/sumar/statistici/0/?mid=8jJ8VY9A,15.07.2023,FC Hermannstadt,Farul Constanța,0,1,47%,53%,10,9,7,4,6,2,3,6,0,0,1,0,15,15,22,22,,,3,7
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/poli-iasi-t84qisiU/sumar/statistici/0/?mid=nsICUhPG,15.07.2023,CFR Cluj,Poli Iași,2,0,34%,66%,7,10,4,4,3,4,2,4,0,0,3,1,16,18,20,18,,,4,2
https://www.flashscore.ro/meci/fotbal/petrolul-dhnNlCE9/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=Cx5Yoffi,16.07.2023,Petrolul Ploiești,'U' Cluj,1,1,53%,47%,8,8,4,5,5,7,0,2,0,0,0,1,13,12,26,24,,,4,3
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=0lbmOj2p,16.07.2023,U Craiova 1948,FCSB,1,3,53%,47%,9,11,3,8,6,4,1,2,0,0,0,1,7,11,25,20,,,5,2
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=jT3xoE9c,17.07.2023,FC Voluntari,FC Botoșani,2,1,45%,55%,12,8,4,3,6,3,2,2,0,0,3,0,11,18,19,13,,,2,2
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=f7LKSWgT,17.07.2023,Dinamo București,Univ. Craiova,0,2,51%,49%,10,13,2,8,4,1,4,4,0,0,1,0,19,24,23,10,,,6,2
https://www.flashscore.ro/meci/fotbal/fcu-1948-craiova-nNhLpi8p/sepsi-IDsPIcMA/sumar/statistici/0/?mid=xpjbtjOS,21.07.2023,Sepsi Sf. Gheorghe,U Craiova 1948,1,0,53%,47%,16,5,4,1,7,2,1,3,0,0,0,0,11,13,19,20,,,1,3
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/fc-uta-arad-QDiPqBNj/sumar/statistici/0/?mid=necoqhvA,21.07.2023,UTA Arad,CFR Cluj,1,3,44%,56%,6,11,4,5,5,7,3,2,0,0,0,0,11,10,27,26,,,2,3
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=Q9zYZm1d,22.07.2023,Farul Constanța,FC Voluntari,4,1,66%,34%,18,10,10,4,7,3,1,1,0,0,1,0,9,11,10,19,,,3,6
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/fcsb-Gv2kjDpN/sumar/statistici/0/?mid=fL0gsW8M,22.07.2023,FCSB,Dinamo București,2,1,50%,50%,20,7,6,2,9,1,3,2,0,0,0,0,13,19,19,13,,,1,4
https://www.flashscore.ro/meci/fotbal/fc-hermannstadt-pUUuFXvI/poli-iasi-t84qisiU/sumar/statistici/0/?mid=84bspYO3,23.07.2023,Poli Iași,FC Hermannstadt,1,3,62%,38%,8,9,3,3,0,4,1,3,0,0,0,0,6,10,34,28,,,0,2
https://www.flashscore.ro/meci/fotbal/rapid-bucuresti-YFCpigVG/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=vgxQyAWq,23.07.2023,'U' Cluj,Rapid București,0,3,53%,47%,8,14,3,4,6,6,3,1,0,0,0,1,13,20,15,20,,,1,3
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/petrolul-dhnNlCE9/sumar/statistici/0/?mid=nJyUzUoj,24.07.2023,FC Botoșani,Petrolul Ploiești,1,1,52%,48%,7,7,3,4,7,5,4,0,0,0,2,2,10,12,20,22,,,3,2
https://www.flashscore.ro/meci/fotbal/otelul-galati-2H5uhNyO/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=tIdkrCgG,24.07.2023,Univ. Craiova,Oţelul Galaţi,0,0,71%,29%,10,3,4,0,9,0,3,4,0,0,0,0,3,2,11,15,,,0,4
