link_meci,data_meci,echipa_gazda,echipa_oaspete,goluri_gazda,goluri_oaspete,posesie_minge_gazda,posesie_minge_oaspete,total_suturi_gazda,total_suturi_oaspete,suturi_pe_poarta_gazda,suturi_pe_poarta_oaspete,cornere_gazda,cornere_oaspete,cartonase_galbene_gazda,cartonase_galbene_oaspete,cartonase_rosii_gazda,cartonase_rosii_oaspete,ofsaiduri_gazda,ofsaiduri_oaspete,lovituri_libere_gazda,lovituri_libere_oaspete,aruncari_de_la_margine_gazda,aruncari_de_la_margine_oaspete,faulturi_gazda,faulturi_oaspete,interventii_portar_gazda,interventii_portar_oaspete
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=byEiKjut,23.07.2021,CS Mioveni,Rapid București,0,2,42%,58%,8,7,3,4,5,4,0,1,0,0,2,3,10,14,26,28,,,2,3
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=Yg64HlPb,24.07.2021,FC Voluntari,FC Botoșani,0,1,44%,56%,4,11,2,4,3,3,3,4,0,0,0,3,21,21,20,17,,,3,2
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/lps-hd-clinceni-Q7PNEIgJ/sumar/statistici/0/?mid=rPwr0mfO,24.07.2021,LPS HD Clinceni,CFR Cluj,1,2,40%,60%,3,9,1,3,3,11,3,4,0,0,1,0,11,14,25,20,,,1,0
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/gaz-metan-p0uYHXwo/sumar/statistici/0/?mid=CvIeJAfn,25.07.2021,Farul Constanța,Gaz Metan Mediaș,2,0,49%,51%,14,7,6,2,6,5,4,3,0,0,2,3,18,24,19,30,,,2,4
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=Mkirfq37,25.07.2021,FCSB,Univ. Craiova,4,1,54%,46%,8,10,6,4,2,4,1,2,0,0,2,3,13,16,30,27,,,3,2
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/sepsi-IDsPIcMA/sumar/statistici/0/?mid=MFxna79U,26.07.2021,Chindia Târgoviște,Sepsi Sf. Gheorghe,1,1,,,6,8,4,2,6,2,2,5,0,0,4,0,16,18,18,23,,,1,3
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=Qmqw1TvI,26.07.2021,U Craiova 1948,Dinamo București,1,0,60%,40%,12,4,6,2,10,3,2,4,0,0,0,0,21,13,15,20,,,2,5
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/gaz-metan-p0uYHXwo/sumar/statistici/0/?mid=AacPCQwU,30.07.2021,Gaz Metan Mediaș,FC Argeș,2,2,50%,50%,5,5,3,3,5,2,0,1,0,0,1,0,12,13,19,28,,,1,1
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=GxbLD6ON,30.07.2021,Rapid București,Farul Constanța,0,0,49%,51%,8,11,5,1,5,3,1,2,0,0,2,1,19,11,21,28,,,1,5
https://www.flashscore.ro/meci/fotbal/fc-voluntari-WIoSeFi4/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=lQSZWTOo,31.07.2021,FC Voluntari,U Craiova 1948,2,1,,,4,8,3,2,2,6,,,0,0,2,0,12,17,25,26,,,1,1
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/chindia-targoviste-nklx1aEq/sumar/statistici/0/?mid=KA4CFSgB,31.07.2021,CFR Cluj,Chindia Târgoviște,1,0,61%,39%,9,3,4,1,5,1,0,1,0,0,0,1,14,11,38,24,,,1,3
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=C8qi8pno,01.08.2021,Univ. Craiova,FC Botoșani,1,2,49%,51%,12,4,4,2,5,0,6,4,0,0,1,5,17,18,35,20,,,0,3
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/fcsb-Gv2kjDpN/sumar/statistici/0/?mid=YPfng3ID,01.08.2021,UTA Arad,FCSB,1,1,42%,58%,11,8,4,4,5,6,1,2,0,0,0,2,20,13,22,31,,,3,3
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/sepsi-IDsPIcMA/sumar/statistici/0/?mid=2ZgHEn9H,02.08.2021,Sepsi Sf. Gheorghe,CS Mioveni,1,2,62%,38%,9,4,2,3,10,2,0,1,0,0,3,3,22,6,30,22,,,1,1
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/lps-hd-clinceni-Q7PNEIgJ/sumar/statistici/0/?mid=tK58G8v5,02.08.2021,Dinamo București,LPS HD Clinceni,3,1,54%,46%,13,6,6,4,2,6,2,2,0,0,2,1,10,12,23,21,,,3,3
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/fc-uta-arad-QDiPqBNj/sumar/statistici/0/?mid=O2NbRPhN,06.08.2021,FC Botoșani,UTA Arad,2,1,53%,47%,12,8,4,4,4,3,2,4,0,0,1,3,18,17,33,32,,,3,2
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/dacia-mioveni-WSNaPsAg/sumar/statistici/0/?mid=MwRsV7gb,06.08.2021,CS Mioveni,CFR Cluj,0,1,47%,53%,6,13,3,6,1,7,3,5,0,0,5,1,14,17,21,30,,,5,3
https://www.flashscore.ro/meci/fotbal/fcu-1948-craiova-nNhLpi8p/lps-hd-clinceni-Q7PNEIgJ/sumar/statistici/0/?mid=2gM2Qq8T,07.08.2021,LPS HD Clinceni,U Craiova 1948,1,2,49%,51%,7,9,2,2,3,1,5,3,0,0,2,2,17,16,27,18,,,0,1
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=GxKjToOA,07.08.2021,FC Argeș,Rapid București,0,1,61%,39%,8,11,0,6,1,0,3,5,0,0,3,2,23,16,33,15,,,5,0
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/dinamo-bucuresti-rBgMi3MH/sumar/statistici/0/?mid=SGRwWmvh,08.08.2021,Chindia Târgoviște,Dinamo București,1,0,46%,54%,10,4,4,0,2,5,5,3,0,0,1,0,18,15,26,28,,,0,3
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/gaz-metan-p0uYHXwo/sumar/statistici/0/?mid=fTIfS5wH,08.08.2021,FCSB,Gaz Metan Mediaș,2,1,54%,46%,16,7,6,2,7,5,1,3,0,0,0,1,10,13,16,21,,,1,4
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/sepsi-IDsPIcMA/sumar/statistici/0/?mid=YDUoUR84,09.08.2021,Farul Constanța,Sepsi Sf. Gheorghe,1,0,51%,49%,5,15,2,5,0,11,1,2,0,0,7,3,21,20,35,23,,,5,1
https://www.flashscore.ro/meci/fotbal/fc-voluntari-WIoSeFi4/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=8zaVL3Gp,09.08.2021,Univ. Craiova,FC Voluntari,3,0,61%,39%,12,2,7,0,10,2,3,3,0,0,1,2,10,17,25,22,,,0,4
https://www.flashscore.ro/meci/fotbal/fc-voluntari-WIoSeFi4/lps-hd-clinceni-Q7PNEIgJ/sumar/statistici/0/?mid=88xbNGik,13.08.2021,FC Voluntari,LPS HD Clinceni,1,0,47%,53%,10,9,6,1,5,6,3,0,0,0,1,1,11,18,19,24,,,1,5
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/farul-constanta-CrJbN1Pa/sumar/statistici/0/?mid=zsiHq78i,13.08.2021,CFR Cluj,Farul Constanța,1,0,49%,51%,10,3,7,1,5,5,0,1,0,0,1,0,14,11,26,18,,,1,6
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=E7KPuP7G,14.08.2021,U Craiova 1948,Chindia Târgoviște,0,0,60%,40%,4,8,1,3,9,2,4,2,0,0,1,0,11,11,30,31,,,3,1
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=QqmgOdxq,14.08.2021,UTA Arad,Univ. Craiova,1,0,49%,51%,10,10,4,4,8,4,4,3,0,0,2,1,8,12,20,20,,,4,3
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/sepsi-IDsPIcMA/sumar/statistici/0/?mid=EXkLrRNc,15.08.2021,Sepsi Sf. Gheorghe,FC Argeș,0,2,62%,38%,4,5,0,3,8,3,1,5,0,0,5,4,17,21,36,27,,,1,0
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=tfMHsow4,15.08.2021,Rapid București,FCSB,1,0,44%,56%,6,10,2,5,3,6,5,6,0,0,2,2,19,26,12,28,,,5,1
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/gaz-metan-p0uYHXwo/sumar/statistici/0/?mid=KpLLt5hA,16.08.2021,Gaz Metan Mediaș,FC Botoșani,0,1,50%,50%,9,12,5,5,6,4,2,0,0,0,1,0,12,14,20,19,,,4,5
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/dinamo-bucuresti-rBgMi3MH/sumar/statistici/0/?mid=Mw3ZKNVj,16.08.2021,Dinamo București,CS Mioveni,0,1,49%,51%,8,4,3,3,0,6,4,3,0,0,0,4,19,12,30,33,,,2,3
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/lps-hd-clinceni-Q7PNEIgJ/sumar/statistici/0/?mid=ro72Q4PQ,20.08.2021,Chindia Târgoviște,LPS HD Clinceni,2,2,52%,48%,6,10,3,5,1,2,4,2,0,0,0,2,12,14,27,28,,,3,1
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/farul-constanta-CrJbN1Pa/sumar/statistici/0/?mid=nay2Mz7e,20.08.2021,Farul Constanța,Dinamo București,3,0,54%,46%,13,4,6,1,8,3,1,2,0,0,1,6,14,13,16,13,,,1,3
https://www.flashscore.ro/meci/fotbal/gaz-metan-p0uYHXwo/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=4f8bRpAK,21.08.2021,Univ. Craiova,Gaz Metan Mediaș,1,0,59%,41%,9,1,3,1,7,3,4,4,0,0,2,4,15,19,26,20,,,1,2
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/fc-arges-65I2MLv6/sumar/statistici/0/?mid=GYu6LfM1,21.08.2021,FC Argeș,CFR Cluj,0,1,44%,56%,10,8,4,4,3,7,4,2,0,0,0,6,20,9,34,38,,,3,4
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=OvkVLOXs,22.08.2021,UTA Arad,FC Voluntari,2,0,55%,45%,11,9,8,2,0,0,2,1,0,0,1,1,13,4,23,36,,,2,6
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=bc5jT6u8,22.08.2021,FC Botoșani,Rapid București,0,2,52%,48%,7,5,4,3,5,4,2,6,0,0,0,0,15,10,17,11,,,1,4
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=AX8fSQfE,23.08.2021,CS Mioveni,U Craiova 1948,1,0,36%,64%,7,9,2,1,4,4,5,4,0,0,0,6,18,21,22,25,,,1,1
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/sepsi-IDsPIcMA/sumar/statistici/0/?mid=fPvAKEy8,23.08.2021,FCSB,Sepsi Sf. Gheorghe,1,1,61%,39%,9,6,5,4,6,2,3,3,0,0,3,1,25,21,28,30,,,3,4
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=KWHtvOgQ,27.08.2021,FC Voluntari,Chindia Târgoviște,2,1,49%,51%,13,8,8,5,4,3,7,2,0,0,4,2,16,19,15,21,,,4,6
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=hKtnItX6,27.08.2021,U Craiova 1948,Farul Constanța,1,1,30%,70%,3,9,1,1,0,12,2,2,0,0,1,1,16,14,9,16,,,0,0
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/fc-arges-65I2MLv6/sumar/statistici/0/?mid=2VmZKrml,28.08.2021,Dinamo București,FC Argeș,0,2,55%,45%,9,10,3,5,8,4,4,5,0,0,2,3,16,14,36,26,,,3,3
https://www.flashscore.ro/meci/fotbal/rapid-bucuresti-YFCpigVG/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=WAujH0nD,28.08.2021,Rapid București,Univ. Craiova,1,2,32%,68%,4,22,3,11,2,5,5,5,0,0,1,2,12,15,23,26,,,9,2
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/sepsi-IDsPIcMA/sumar/statistici/0/?mid=AeisJMH0,29.08.2021,Sepsi Sf. Gheorghe,FC Botoșani,1,1,63%,37%,16,7,8,4,9,2,2,2,0,0,0,3,15,17,28,13,,,3,7
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/fcsb-Gv2kjDpN/sumar/statistici/0/?mid=dhmwK22f,29.08.2021,CFR Cluj,FCSB,4,1,53%,47%,12,4,7,2,1,3,3,1,0,0,1,2,12,19,28,28,,,1,3
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/lps-hd-clinceni-Q7PNEIgJ/sumar/statistici/0/?mid=bHTXupPD,30.08.2021,LPS HD Clinceni,CS Mioveni,1,1,44%,56%,10,7,3,2,6,4,5,5,0,0,1,1,18,15,21,24,,,1,2
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/gaz-metan-p0uYHXwo/sumar/statistici/0/?mid=x8Syu4vK,30.08.2021,Gaz Metan Mediaș,UTA Arad,0,1,49%,51%,4,7,1,2,5,4,1,4,0,0,2,2,20,12,19,21,,,1,1
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/dacia-mioveni-WSNaPsAg/sumar/statistici/0/?mid=IuJWTwWI,10.09.2021,CS Mioveni,Chindia Târgoviște,0,1,61%,39%,10,3,1,2,7,0,1,3,0,0,2,4,12,6,30,23,,,1,1
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=Kf0TUJGC,10.09.2021,UTA Arad,Rapid București,2,2,58%,42%,10,5,5,4,8,1,2,2,0,0,3,1,13,14,35,13,,,2,3
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=U57GXLWg,11.09.2021,FC Argeș,U Craiova 1948,1,0,45%,55%,7,8,4,3,3,3,1,3,0,0,0,6,20,16,26,22,,,3,3
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/fc-botosani-GjY1JjUS/sumar/statistici/0/?mid=jF8CY1Hm,11.09.2021,FC Botoșani,CFR Cluj,1,0,55%,45%,3,5,2,1,1,11,2,0,0,0,2,0,7,7,12,15,,,1,1
https://www.flashscore.ro/meci/fotbal/fc-voluntari-WIoSeFi4/gaz-metan-p0uYHXwo/sumar/statistici/0/?mid=KpcFhN8J,12.09.2021,Gaz Metan Mediaș,FC Voluntari,1,2,52%,48%,14,8,5,5,6,9,1,3,0,0,0,7,24,8,23,19,,,3,4
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/fcsb-Gv2kjDpN/sumar/statistici/0/?mid=dh98Zs2s,12.09.2021,FCSB,Dinamo București,6,0,68%,32%,14,2,8,0,5,3,3,4,0,0,0,1,17,16,20,20,,,0,2
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/lps-hd-clinceni-Q7PNEIgJ/sumar/statistici/0/?mid=QX0PVa16,13.09.2021,Farul Constanța,LPS HD Clinceni,5,0,53%,47%,8,4,5,3,6,2,1,2,0,0,2,1,6,11,11,20,,,3,0
https://www.flashscore.ro/meci/fotbal/sepsi-IDsPIcMA/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=ns2LWun0,13.09.2021,Univ. Craiova,Sepsi Sf. Gheorghe,1,1,62%,38%,11,7,6,3,5,2,0,6,0,0,4,3,30,19,14,23,,,2,5
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=vBe3sc0I,17.09.2021,FC Voluntari,CS Mioveni,4,0,50%,50%,8,10,6,1,2,2,3,3,0,0,3,0,16,19,18,28,,,1,2
https://www.flashscore.ro/meci/fotbal/gaz-metan-p0uYHXwo/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=bav6rwoC,17.09.2021,Rapid București,Gaz Metan Mediaș,1,2,54%,46%,12,6,5,4,13,4,4,2,0,0,0,1,7,17,30,13,,,2,4
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/farul-constanta-CrJbN1Pa/sumar/statistici/0/?mid=K8u2qJV5,18.09.2021,Chindia Târgoviște,Farul Constanța,2,0,34%,66%,5,4,3,1,5,6,1,2,0,0,0,3,17,12,12,15,,,1,1
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=jTmom1Wt,18.09.2021,U Craiova 1948,FCSB,0,1,40%,60%,4,5,1,3,1,2,3,4,0,0,2,0,19,17,33,21,,,2,1
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/lps-hd-clinceni-Q7PNEIgJ/sumar/statistici/0/?mid=Crxfou1g,19.09.2021,LPS HD Clinceni,FC Argeș,0,1,49%,51%,9,3,1,1,4,4,2,2,0,0,2,7,17,23,31,28,,,0,1
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/sepsi-IDsPIcMA/sumar/statistici/0/?mid=QotbpaGa,19.09.2021,Sepsi Sf. Gheorghe,UTA Arad,0,0,53%,47%,10,3,2,1,5,4,1,3,0,0,0,0,19,14,40,35,,,1,2
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/fc-botosani-GjY1JjUS/sumar/statistici/0/?mid=bydJisOP,19.09.2021,Dinamo București,FC Botoșani,1,2,51%,49%,4,11,1,7,8,3,2,3,0,0,1,2,16,13,33,30,,,5,0
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=UJnknLom,20.09.2021,CFR Cluj,Univ. Craiova,1,0,51%,49%,5,15,4,2,10,7,4,3,0,0,4,1,17,21,18,22,,,2,3
https://www.flashscore.ro/meci/fotbal/fc-voluntari-WIoSeFi4/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=KUGxddFB,24.09.2021,Rapid București,FC Voluntari,0,1,55%,45%,14,10,7,4,11,2,6,4,0,0,0,3,19,17,23,23,,,3,7
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/fc-arges-65I2MLv6/sumar/statistici/0/?mid=UuOPbbVh,25.09.2021,FC Argeș,Chindia Târgoviște,0,0,56%,44%,4,3,1,2,3,2,2,2,0,0,0,3,14,12,19,12,,,2,1
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/lps-hd-clinceni-Q7PNEIgJ/sumar/statistici/0/?mid=8QZG0K0t,25.09.2021,FCSB,LPS HD Clinceni,3,2,52%,48%,12,4,6,3,3,2,3,2,0,0,3,1,18,20,19,14,,,1,3
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/farul-constanta-CrJbN1Pa/sumar/statistici/0/?mid=x6RXdx05,26.09.2021,Farul Constanța,CS Mioveni,2,1,54%,46%,9,6,3,3,4,3,1,4,0,0,2,0,14,15,28,34,,,2,1
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=W4rk50hP,26.09.2021,FC Botoșani,U Craiova 1948,1,1,60%,40%,16,4,8,4,5,2,1,1,0,0,2,0,14,11,18,15,,,3,7
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/fc-uta-arad-QDiPqBNj/sumar/statistici/0/?mid=jkPLavGn,26.09.2021,UTA Arad,CFR Cluj,0,1,58%,42%,10,7,1,2,7,2,1,3,0,0,2,2,12,8,34,16,,,1,1
https://www.flashscore.ro/meci/fotbal/gaz-metan-p0uYHXwo/sepsi-IDsPIcMA/sumar/statistici/0/?mid=bFSTcIpa,27.09.2021,Gaz Metan Mediaș,Sepsi Sf. Gheorghe,0,0,36%,64%,3,11,2,8,1,5,3,4,0,0,4,2,19,20,20,28,,,8,2
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=I1f7tHFO,27.09.2021,Univ. Craiova,Dinamo București,5,0,64%,36%,29,5,14,3,10,1,1,4,0,0,2,1,19,18,19,16,,,3,9
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/fc-arges-65I2MLv6/sumar/statistici/0/?mid=CMO4aVL3,01.10.2021,CS Mioveni,FC Argeș,0,0,39%,61%,4,4,1,2,1,4,2,2,0,0,6,6,17,22,31,29,,,2,1
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/fcsb-Gv2kjDpN/sumar/statistici/0/?mid=v9Qd1iii,01.10.2021,Chindia Târgoviște,FCSB,0,1,41%,59%,4,11,1,4,4,4,5,5,0,0,2,1,17,10,13,26,,,3,1
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/fc-uta-arad-QDiPqBNj/sumar/statistici/0/?mid=W4KteGUH,02.10.2021,Dinamo București,UTA Arad,2,2,40%,60%,10,11,4,8,4,5,3,1,0,0,1,5,19,16,23,24,,,6,2
https://www.flashscore.ro/meci/fotbal/rapid-bucuresti-YFCpigVG/sepsi-IDsPIcMA/sumar/statistici/0/?mid=QPS8bkyA,02.10.2021,Sepsi Sf. Gheorghe,Rapid București,2,2,60%,40%,11,8,5,6,3,4,1,5,0,0,0,3,16,13,29,24,,,4,3
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=8lIDc9jG,03.10.2021,FC Voluntari,Farul Constanța,1,0,39%,61%,7,11,2,4,0,5,,,0,0,0,2,10,10,20,27,,,4,1
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/gaz-metan-p0uYHXwo/sumar/statistici/0/?mid=IaP00B6c,03.10.2021,CFR Cluj,Gaz Metan Mediaș,2,1,55%,45%,7,3,2,2,7,4,1,3,0,0,3,0,19,15,28,21,,,1,0
https://www.flashscore.ro/meci/fotbal/fcu-1948-craiova-nNhLpi8p/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=O0rAwlap,03.10.2021,U Craiova 1948,Univ. Craiova,0,2,33%,67%,1,10,0,5,1,3,1,1,0,0,0,2,16,9,18,28,,,3,0
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/lps-hd-clinceni-Q7PNEIgJ/sumar/statistici/0/?mid=2isEx8Ej,04.10.2021,LPS HD Clinceni,FC Botoșani,1,1,50%,50%,9,4,2,1,2,3,3,5,0,0,0,1,11,15,20,11,,,0,1
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/gaz-metan-p0uYHXwo/sumar/statistici/0/?mid=nuHHdT5M,15.10.2021,Gaz Metan Mediaș,Dinamo București,2,1,45%,55%,7,3,4,1,3,7,3,3,0,0,0,1,15,12,16,24,,,0,2
https://www.flashscore.ro/meci/fotbal/fc-voluntari-WIoSeFi4/sepsi-IDsPIcMA/sumar/statistici/0/?mid=lMhnC859,16.10.2021,Sepsi Sf. Gheorghe,FC Voluntari,1,2,59%,41%,16,7,8,6,10,1,1,5,0,0,0,3,23,7,22,16,,,4,7
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/fcsb-Gv2kjDpN/sumar/statistici/0/?mid=viBekobd,16.10.2021,FCSB,CS Mioveni,3,0,61%,39%,13,4,7,1,2,1,1,2,0,0,5,1,16,14,22,22,,,1,4
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/fc-arges-65I2MLv6/sumar/statistici/0/?mid=WpbsDlj3,17.10.2021,FC Argeș,Farul Constanța,2,1,48%,52%,8,9,5,6,4,5,0,1,0,0,1,6,13,10,23,26,,,5,3
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=tGVKemLS,17.10.2021,UTA Arad,U Craiova 1948,1,0,52%,48%,7,4,1,2,6,1,2,5,0,0,1,1,21,23,32,34,,,2,0
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=hfawEUzc,17.10.2021,Rapid București,CFR Cluj,2,0,50%,50%,5,8,3,2,6,8,1,1,0,0,5,2,18,17,16,23,,,2,1
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/fc-botosani-GjY1JjUS/sumar/statistici/0/?mid=Qm7ijRrj,18.10.2021,FC Botoșani,Chindia Târgoviște,0,0,60%,40%,14,3,10,1,7,2,3,5,0,0,2,0,13,18,24,19,,,1,10
https://www.flashscore.ro/meci/fotbal/lps-hd-clinceni-Q7PNEIgJ/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=rPHni7Tq,18.10.2021,Univ. Craiova,LPS HD Clinceni,5,0,69%,31%,22,3,12,3,7,2,1,4,0,0,3,2,13,12,15,16,,,3,7
https://www.flashscore.ro/meci/fotbal/fcu-1948-craiova-nNhLpi8p/gaz-metan-p0uYHXwo/sumar/statistici/0/?mid=MZjfAnzM,22.10.2021,U Craiova 1948,Gaz Metan Mediaș,2,0,57%,43%,10,8,5,4,10,3,0,2,0,0,0,2,16,12,24,27,,,4,3
https://www.flashscore.ro/meci/fotbal/chindia-targoviste-nklx1aEq/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=viXQ4Qcq,22.10.2021,Chindia Târgoviște,Univ. Craiova,0,1,40%,60%,5,5,3,2,5,4,0,3,0,0,4,0,11,17,21,17,,,1,3
https://www.flashscore.ro/meci/fotbal/fc-arges-65I2MLv6/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=SCDLQ7K2,23.10.2021,FC Voluntari,FC Argeș,0,2,47%,53%,12,10,3,4,4,4,3,1,0,0,1,1,8,23,21,28,,,2,3
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/fc-botosani-GjY1JjUS/sumar/statistici/0/?mid=IsWU3pDk,23.10.2021,CS Mioveni,FC Botoșani,1,1,36%,64%,9,7,5,4,6,4,3,4,0,0,2,3,19,15,19,22,,,3,4
